objectid,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,standardized rights,format original,type,format,object_template,object_download,image_small,image_thumb
twrs097,DSC_0223.JPG,United States Forest Service Supply Parachute,,United States Forest Service Supply Parachute,,,United States Forest Service,45.102402,-114.850242,,,DSC_0223,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0223.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0223_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0223_th.jpg
twrs098,DSC_0224.JPG,Jess Taylor's Saddle,,"This saddle was custom made for Jess Taylor by the Hamley Saddle Co. in the 1930s. Donated by Dr. CC Johnson. Boise, Idaho. ",1930,,Jess Taylor,45.102402,-114.850242,,,DSC_0224,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0224.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0224_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0224_th.jpg
twrs099,DSC_0225.JPG,Jess Taylor's Saddle,,"This saddle was custom made for Jess Taylor by the Hamley Saddle Co. in the 1930s. Donated by Dr. CC Johnson. Boise, Idaho. ",1930,,Jess Taylor,45.102402,-114.850242,,,DSC_0225,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0225.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0225_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0225_th.jpg
twrs100,DSC_0226.JPG,Jess Taylor's Saddle,,"This saddle was custom made for Jess Taylor by the Hamley Saddle Co. in the 1930s. Donated by Dr. CC Johnson. Boise, Idaho. ",1930,,Jess Taylor,45.102402,-114.850242,,,DSC_0226,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0226.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0226_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0226_th.jpg
twrs101,DSC_0227.JPG,Jess Taylor's Saddle,,"This saddle was custom made for Jess Taylor by the Hamley Saddle Co. in the 1930s. Donated by Dr. CC Johnson. Boise, Idaho. ",1930,,Jess Taylor,45.102402,-114.850242,,,DSC_0227,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0227.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0227_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0227_th.jpg
twrs102,DSC_0228.JPG,Jess Taylor's Saddle,,"This saddle was custom made for Jess Taylor by the Hamley Saddle Co. in the 1930s. Donated by Dr. CC Johnson. Boise, Idaho. ",1930,,Jess Taylor,45.102402,-114.850242,,,DSC_0228,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0228.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0228_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0228_th.jpg
twrs103,DSC_0229.JPG,Mule Harness,,Mule Harness,,,Jess Taylor,45.102402,-114.850242,,,DSC_0229,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0229.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0229_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0229_th.jpg
twrs104,DSC_0230.JPG,Branding Iron,,Branding Iron,,,,45.102402,-114.850242,,,DSC_0230,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0230.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0230_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0230_th.jpg
twrs105,DSC_0231.JPG,Branding Iron,,Branding Iron,,,,45.102402,-114.850242,,,DSC_0231,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0231.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0231_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0231_th.jpg
twrs106,DSC_0232.JPG,Old Gun,,"This gun was found at the Caswell place at Cabin Creek. After the Diamond Complex fire in 2000, things began to emerge that had been hidden for years. ",,,Cabin Creek,45.128235,-114.937062,,,DSC_0232,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0232.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0232_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0232_th.jpg
twrs107,DSC_0233.JPG,Pick Axe,,Pick Axe,1832,,Tools,45.102402,-114.850242,,,DSC_0233,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0233.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0233_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0233_th.jpg
twrs108,DSC_0234.JPG,Pick Axe,,Pick Axe,1832,,Tools,45.102402,-114.850242,,,DSC_0234,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0234.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0234_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0234_th.jpg
twrs109,DSC_0236.JPG,Pick Axe,,Pick Axe,1832,,Tools,45.102402,-114.850242,,,DSC_0236,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0236.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0236_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0236_th.jpg
twrs110,DSC_0237.JPG,Pick Axe,,Pick Axe,1832,,Tools,45.102402,-114.850242,,,DSC_0237,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0237.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0237_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0237_th.jpg
twrs111,DSC_0238.JPG,Brass Surveying Insturment on Tripod,,Brass Surveying Insturment on Tripod. Bostrom-Brady MFG.CO.Atlanta GA,,,Jess Taylor,45.102402,-114.850242,,,DSC_0238,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0238.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0238_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0238_th.jpg
twrs112,DSC_0239.JPG,Brass Surveying Insturment on Tripod,,Brass Surveying Insturment on Tripod. Bostrom-Brady MFG.CO.Atlanta GA,,,Jess Taylor,45.102402,-114.850242,,,DSC_0239,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0239.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0239_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0239_th.jpg
twrs113,DSC_0240.JPG,Brass Surveying Insturment on Tripod,,Brass Surveying Insturment on Tripod. Bostrom-Brady MFG.CO.Atlanta GA,,,Jess Taylor,45.102402,-114.850242,,,DSC_0240,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0240.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0240_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0240_th.jpg
twrs114,DSC_0241.JPG,Brass Surveying Insturment on Tripod,,Brass Surveying Insturment on Tripod. Bostrom-Brady MFG.CO.Atlanta GA,,,Jess Taylor,45.102402,-114.850242,,,DSC_0241,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0241.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0241_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0241_th.jpg
twrs115,DSC_0242.JPG,Barometer,,Barometer,,,,45.102402,-114.850242,,,DSC_0242,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0242.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0242_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0242_th.jpg
twrs116,DSC_0243.JPG,Warren H. Bolles Obituary,,Warren H. Bolles Obituary,1996,,W.H. Bolles,45.102402,-114.850242,,,DSC_0243,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0243.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0243_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0243_th.jpg
twrs117,DSC_0244.JPG,The Northwestern Fur Co. Lessons in Furcraft magazine,,The Northwestern Fur Co. Lessons in Furcraft magazine,1924,,,45.102402,-114.850242,,,DSC_0244,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0244.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0244_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0244_th.jpg
twrs118,DSC_0245.JPG,The Northwestern School of Taxidermy Lessons in Taxidermy Magazines,,The Northwestern School of Taxidermy Lessons in Taxidermy Magazines,1905,,,45.102402,-114.850242,,,DSC_0245,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0245.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0245_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0245_th.jpg
twrs119,DSC_0247.JPG,???,,,,,,,,,,DSC_0247,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0247.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0247_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0247_th.jpg
twrs120,DSC_0248.JPG,,,,,,,,,,,DSC_0248,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0248.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0248_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0248_th.jpg
twrs121,DSC_0249.JPG,Fly-fishing Lures,,Fly-fishing Lures,,,Jess Taylor,45.102402,-114.850242,,,DSC_0249,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0249.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0249_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0249_th.jpg
twrs122,DSC_0250.JPG,Budweiser Can,,Budweiser Can,,,,45.102402,-114.850242,,,DSC_0250,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0250.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0250_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0250_th.jpg
twrs123,DSC_0251.JPG,Budweiser Can,,Budweiser Can,,,,45.102402,-114.850242,,,DSC_0251,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0251.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0251_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0251_th.jpg
twrs124,DSC_0253.JPG,Pocket Knife,,Pocket Knife,,,,,,,,DSC_0253,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0253.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0253_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0253_th.jpg
twrs125,DSC_0254.JPG,Metal Canteen,,This metal canteen was found along Eagan Creek near Soldier Bar by Jess Taylor. It was used by one of the soldier who fought in the Sheepeater Campaign. It's origin is from the Civil War. ,,1861,Jess Taylor; Soldier Bar,45.104,-114.7934,,,DSC_0254,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0254.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0254_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0254_th.jpg
twrs126,DSC_0255.JPG,Metal Canteen,,This metal canteen was found along Eagan Creek near Soldier Bar by Jess Taylor. It was used by one of the soldier who fought in the Sheepeater Campaign. It's origin is from the Civil War. ,,1861,Jess Taylor; Soldier Bar,45.104,-114.7934,,,DSC_0255,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0255.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0255_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0255_th.jpg
twrs127,DSC_0257.JPG,Canteen,,Canteen,,,,,,,,DSC_0257,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0257.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0257_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0257_th.jpg
twrs128,DSC_0260.JPG,Foot Trap,,Foot Trap,,,,45.102402,-114.850242,,,DSC_0260,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0260.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0260_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0260_th.jpg
twrs129,DSC_0261.JPG,Old Spoon,,The trail along Big Creek used to be impassible through the Gorge. People traveling east towards the Middle Fork of the Salmon used to travel up Pioneer Creek and over the mountains. These items were found at an old campsite. Many of these types of items were found after the Diamond Complex fire in 2000,,,Kitchenware; Pioneer Creek,,,,,DSC_0261,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0261.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0261_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0261_th.jpg
twrs130,DSC_0262.JPG,Winchester .44 bullet,,Winchester .44 bullet,,,,45.102402,-114.850242,,,DSC_0262,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0262.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0262_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0262_th.jpg
twrs131,DSC_0263.JPG,Bromwell's Measuring Sifter,,Bromwell's Measuring Sifter,1930,,Kitchenware,45.102402,-114.850242,,,DSC_0263,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0263.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0263_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0263_th.jpg
twrs132,DSC_0264.JPG,Oil Lamp,,Oil Lamp,,,,45.102402,-114.850242,,,DSC_0264,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0264.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0264_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0264_th.jpg
twrs133,DSC_0265.JPG,Fly Reel,,Fly Reel,,,Jess Taylor,45.102402,-114.850242,,,DSC_0265,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0265.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0265_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0265_th.jpg
twrs134,DSC_0266.JPG,Fly Reel,,Fly Reel,,,Jess Taylor,45.102402,-114.850242,,,DSC_0266,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0266.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0266_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0266_th.jpg
twrs135,DSC_0267.JPG,Fly Reel,,Fly Reel,,,Jess Taylor,45.102402,-114.850242,,,DSC_0267,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0267.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0267_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0267_th.jpg
twrs136,DSC_0269.JPG,???,,,,,,45.102402,-114.850242,,,DSC_0269,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0269.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0269_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0269_th.jpg
twrs137,DSC_0270.JPG,Surveying Insturment Box,,Surveying Insturment Box. Bostrom-Brady MFG.CO.Atlanta GA,,,Jess Taylor,45.102402,-114.850242,,,DSC_0270,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0270.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0270_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0270_th.jpg
twrs138,DSC_0271.JPG,Surveying Insturment Box,,Surveying Insturment Box. Bostrom-Brady MFG.CO.Atlanta GA,,,Jess Taylor,45.102402,-114.850242,,,DSC_0271,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0271.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0271_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0271_th.jpg
twrs139,DSC_0272.JPG,Surveying Insturment Box,,Surveying Insturment Box. Bostrom-Brady MFG.CO.Atlanta GA,,,Jess Taylor,45.102402,-114.850242,,,DSC_0272,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0272.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0272_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0272_th.jpg
twrs140,DSC_0274.JPG,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,1958-07-08,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0274,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0274.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0274_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0274_th.jpg
twrs141,DSC_0275.JPG,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,1958-07-08,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0275,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0275.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0275_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0275_th.jpg
twrs142,DSC_0276.JPG,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,1958-07-08,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0276,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0276.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0276_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0276_th.jpg
twrs143,DSC_0277.JPG,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,1958-07-08,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0277,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0277.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0277_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0277_th.jpg
twrs144,DSC_0278.JPG,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,1958-07-08,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0278,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0278.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0278_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0278_th.jpg
twrs145,DSC_0279.JPG,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,,Jess and Dorothy Taylor Restricted Radiotelephone Operator Permit,1958-07-08,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0279,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0279.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0279_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0279_th.jpg
twrs146,DSC_0280.JPG,Telephone,,Telephone,,1930,Dave Lewis; Telephone,45.101824,-114.850659,,,DSC_0280,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0280.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0280_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0280_th.jpg
twrs147,DSC_0281.JPG,Telephone,,Telephone,,1930,Dave Lewis; Telephone,45.101824,-114.850659,,,DSC_0281,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0281.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0281_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0281_th.jpg
twrs148,DSC_0282.JPG,"US Army Signal Corps field telephone set, TA-264/PT",,"US Army Signal Corps field telephone set, TA-264/PT",1953,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0282,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0282.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0282_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0282_th.jpg
twrs149,DSC_0283.JPG,"US Army Signal Corps field telephone set, TA-264/PT",,"US Army Signal Corps field telephone set, TA-264/PT",1953,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0283,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0283.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0283_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0283_th.jpg
twrs150,DSC_0284.JPG,"US Army Signal Corps field telephone set, TA-264/PT",,"US Army Signal Corps field telephone set, TA-264/PT",1953,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0284,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0284.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0284_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0284_th.jpg
twrs151,DSC_0285.JPG,"US Army Signal Corps field telephone set, TA-264/PT",,"US Army Signal Corps field telephone set, TA-264/PT",1953,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0285,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0285.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0285_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0285_th.jpg
twrs152,DSC_0286.JPG,"US Army Signal Corps field telephone set, TA-264/PT",,"US Army Signal Corps field telephone set, TA-264/PT",1953,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0286,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0286.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0286_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0286_th.jpg
twrs153,DSC_0287.JPG,"US Army Signal Corps field telephone set, TA-264/PT",,"US Army Signal Corps field telephone set, TA-264/PT",1953,,Jess Taylor; Dorothy Taylor; Telephone,45.102402,-114.850242,,,DSC_0287,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0287.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0287_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0287_th.jpg
twrs154,DSC_0288.JPG,???,,,,,,45.102402,-114.850242,,,DSC_0288,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0288.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0288_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0288_th.jpg
twrs155,DSC_0289.JPG,Forest Service Sign that once was along the Big Creek trail. ,,Forest Service Sign that once was along the Big Creek trail. ,,,United States Fores Service; Big Creek,45.104398,-114.850079,,,DSC_0289,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0289.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0289_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0289_th.jpg
twrs156,DSC_0290.JPG,Stuffed Otter,,Stuffed Otter,,,Big Creek; Jim Akenson; Holly Akenson,45.102402,-114.850242,,,DSC_0290,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0290.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0290_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0290_th.jpg
twrs157,DSC_0292.JPG,Stuffed Owl,,This owl was found dead by Jim and Holly Akenson and sent off to Oregon to be mounted. Ray Arnold from Arnold Aviation like it so much that he left it hanging above his desk in Cascade. One day Gary and Mona Koehler were at the airport with their pet bobcat Kamir. When the bobcat saw the mounted owl he attacked it. It was decided that it was finally time to get the owl back to Taylor Ranch and it was flown in. ,,,Big Creek; Jim Akenson; Holly Akenson,45.102402,-114.850242,,,DSC_0292,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0292.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0292_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0292_th.jpg
