objectid,parentid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,rightsstatement,format original,youtubeid,type,format,object_template,object_download,image_small,image_thumb
twrs441,,bibliography,HAYWARD__1987_Nocturnal_Owls.pdf,BETALIGHTS: AN AID IN THE NOCTURNAL STUDY OF OWL FORAGING HABITAT AND BEHAVIOR,"Hayward, G. D.",Journal Publication,1987,,ornithology; owl,,,,,"HAYWARD, 1987 Nocturnal Owls",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/HAYWARD__1987_Nocturnal_Owls.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/hayward__1987_nocturnal_owls_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/hayward__1987_nocturnal_owls_th.jpg
twrs442,,bibliography,HAYWARD__1985_Nesting_Owls.pdf,Activity pattern of a pair of nesting flammulated owls ( Otus flammeolus) in Idaho,"Hayward, G. D.",Journal Publication,1986,,ornithology; owl,,,,,"HAYWARD, 1985 Nesting Owls",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/HAYWARD__1985_Nesting_Owls.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/hayward__1985_nesting_owls_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/hayward__1985_nesting_owls_th.jpg
twrs443,,bibliography,HAYWARD__1983_Owl_Thesis.pdf,"Resource partitioning among six forest owls in the River of No Return Wilderness, Idaho","Hayward, G. D.",Thesis,1983,,ornithology; owl,,,,,"HAYWARD, 1983 Owl Thesis",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/HAYWARD__1983_Owl_Thesis.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/hayward__1983_owl_thesis_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/hayward__1983_owl_thesis_th.jpg
twrs444,,bibliography,HAYWARD__1993_Owls_Mono.pdf,"Ecology of Boreal Owls in the Northern Rocky Mountains, USA","Hayward, G.D.; P.H. Hayward and E.O. Garton.",Journal Publication,1993,,ornithology; owl,,,,,"HAYWARD, 1993 Owls Mono",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/HAYWARD__1993_Owls_Mono.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/hayward__1993_owls_mono_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/hayward__1993_owls_mono_th.jpg
twrs445,,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71125152050001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_john%20hartung%20Big%20Creek&offset=0,"Documentation of historical resources in the Idaho Primitive Area, Big Creek drainage","Hartung, J. W.",Thesis,1978,,history; idaho primitive area; big creek; dave lewis; soldier bar; wilbur wiles; jess taylor; dorothy taylor; arlow lewis; ray arnold; maurice hornocker,,,,University of Idaho,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71125152050001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_john%20hartung%20Big%20Creek&offset=0,,
twrs446,,bibliography,HALEY_1979_Beaver.pdf,"Beaver distribution, abundance and habitat characteristics along Big Creek drainage, Idaho Primitive Area","Haley, K.",Research Report,1979,,beaver; big creek,,,,,"HALEY,1979 Beaver",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/HALEY_1979_Beaver.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/haley_1979_beaver_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/haley_1979_beaver_th.jpg
twrs447,,bibliography,Glenn__Hyperspec_2004.pdf,Hyperspectral Remote Sensing of Stream Morphology,"Glenn, N.; Streutker, D.; Mundt, J.",Presentation,2004,,remote sensing; stream,,,,,"Glenn,_Hyperspec_2004",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Glenn__Hyperspec_2004.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/glenn__hyperspec_2004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/glenn__hyperspec_2004_th.jpg
twrs448,,bibliography,GILLIES__2003_Bats,Emergence surveys and foraging activity of Central Idaho bats,"Gillies, K.",Research Report,2002,,bat,,,,,"GILLIES, 2003 Bats",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/GILLIES__2003_Bats,https://www.lib.uidaho.edu/digital/objects/twrs/small/gillies__2003_bats_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/gillies__2003_bats_th.jpg
twrs449,,bibliography,,Idaho Bat Conservation Plan. Nongame and Endangered Wildlife Program Technical Report ,"Gillies, K.",,2004,,bat,,,,,,,,,,text,record,record,,,
twrs450,,bibliography,GARTON__1989_Prey_Habitat.pdf,Management of Prey Habitats and Populations,"Garton, E. O.; Hayward, P. H.; Hayward, G. D.",Journal Publication,1989,,ornithology; raptor; owl; small mammal,,,,,"GARTON, 1989 Prey Habitat",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/GARTON__1989_Prey_Habitat.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/garton__1989_prey_habitat_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/garton__1989_prey_habitat_th.jpg
twrs451,,bibliography,FROME__1986_Wilderness.pdf,Research in Idaho's Wilderness,"Frome, M.",Magazine Article,1986,,jim akenson; holly akenson; taylor wilderness research station; jess taylor; dave lewis; maurice hornocker; wilbur wiles; mountain lion; frank leonhardy,,,,,"FROME, 1986 Wilderness",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/FROME__1986_Wilderness.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/frome__1986_wilderness_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/frome__1986_wilderness_th.jpg
twrs452,,bibliography,https://www.fs.fed.us/foresthealth/fhm/posters/posters08/white_pine_blister_rust.pdf,"Monitoring Whitebark Pine, blister rust and fuels in the Frank Church River of No Return Wilderness Area","Fins, L.; Hoppus, B.; Akenson, J.; Akenson, H.",Academic Poster,2007,,whitebark pine; frank church river of no return wilderness; vegetation,,,,University of Idaho,,,,,,text,application/pdf,pdf,https://www.fs.fed.us/foresthealth/fhm/posters/posters08/white_pine_blister_rust.pdf,,
twrs453,,bibliography,FARRIS__1999_Vegetation,"Wilderness vegetation database: Frank Church River of No Return, Selway-Bitterroot, Gospel Hump, Sawtooth","Farris, C.; Neuenschwander, L.",Magazine Article,1999,,vegetation; frank church river of no return wilderness,,,,,"FARRIS, 1999 Vegetation",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/FARRIS__1999_Vegetation,https://www.lib.uidaho.edu/digital/objects/twrs/small/farris__1999_vegetation_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/farris__1999_vegetation_th.jpg
twrs454,,bibliography,FRYE__2000_Archaeology.pdf,Archaeological site testing at Big Creek,"Frye, C. J.",Research Report,2000,,big creek; archaeology,,,,,"FRYE, 2000 Archaeology",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/FRYE__2000_Archaeology.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/frye__2000_archaeology_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/frye__2000_archaeology_th.jpg
twrs455,,bibliography,ELLIOTT__1979_Squirrels.pdf,Seasonal home range of a colony of Columbian ground squirrels Spermophilus columbianus in the Idaho Primitive Area USA,"Elliott, C. L.; Flinders, J. T.",Journal Publication,1979,,squirrels,,,,,"ELLIOTT, 1979 Squirrels",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ELLIOTT__1979_Squirrels.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/elliott__1979_squirrels_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/elliott__1979_squirrels_th.jpg
twrs456,,bibliography,ELLIOTT__1978_Squirrels_Cannibalism.pdf,Cannibalism exhibited by the Columbian ground squirrel,"Elliot, C. L.",Journal Publication,1978,,squirrels,,,,,"ELLIOTT, 1978 Squirrels Cannibalism",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ELLIOTT__1978_Squirrels_Cannibalism.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/elliott__1978_squirrels_cannibalism_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/elliott__1978_squirrels_cannibalism_th.jpg
twrs457,,bibliography,ELLIOTT__1977_Pigeons.pdf,Easternmost record of the band-tailed pigeon in Idaho,"Elliot, C. L.",Journal Publication,1977,,ornithology,,,,,"ELLIOTT, 1977 Pigeons",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ELLIOTT__1977_Pigeons.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/elliott__1977_pigeons_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/elliott__1977_pigeons_th.jpg
twrs458,,bibliography,ELLIOTT__1975_Deer_Mouse.pdf,The effect of altitude upon various physical and reproductive factors in a population of Peromyscus maniculatus,"Elliot, C. L.",Research Report,1975,,deermouse,,,,,"ELLIOTT, 1975 Deer Mouse",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ELLIOTT__1975_Deer_Mouse.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/elliott__1975_deer_mouse_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/elliott__1975_deer_mouse_th.jpg
twrs459,,bibliography,ELLIOTT__1980_Thesis.pdf,Ecology of Columbian ground squirrels in the Idaho Primitive Area,"Elliot, C. L.",Thesis,1980,,squirrels,,,,,"ELLIOTT, 1980 Thesis",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ELLIOTT__1980_Thesis.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/elliott__1980_thesis_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/elliott__1980_thesis_th.jpg
twrs460,,bibliography,DAVIS__MINSHALL__2001_Monitoring.pdf,Monitoring Wilderness Stream Ecosystems,"Davis, J. C.; Minshall, G. W.; Robinson, C. T.; Landres, P.",Research Report,2001,,water; hydrology,,,,,"DAVIS, MINSHALL, 2001 Monitoring",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/DAVIS__MINSHALL__2001_Monitoring.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/davis__minshall__2001_monitoring_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/davis__minshall__2001_monitoring_th.jpg
twrs461,,bibliography,DeVleig_Davis.pdf,Impacts of food availability on salmonid fish’s growth and density in selected streams of similar size in the Big Creek drainage,"Davis, J.",Proposal,2005,,salmonids; big creek; water; hydrology,,,,,DeVleig Davis,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/DeVleig_Davis.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/devleig_davis_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/devleig_davis_th.jpg
twrs462,,bibliography,JesseDavis_Devlieg_REport.pdf,Impacts of food availability on cutthroat trout growth and density in selected streams of similar size in the Big Creek drainage,"Davis, J.",Research Report,2006,,salmonids; big creek; water; hydrology,,,,,JesseDavis Devlieg_REport,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/JesseDavis_Devlieg_REport.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/jessedavis_devlieg_report_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/jessedavis_devlieg_report_th.jpg
twrs463,,bibliography,,Do confluences with tributary streams modify the distribution of fish in Big Creek? A Practical Work Experience Report,"Croce, P. D.",,2005,,big creek; water; hydrology,,,,,,,,,,text,record,record,,,
twrs464,,bibliography,COONEY__2002_Blue_Grouse.pdf,Factors affecting hen blue grouse responses to human disturbance,"Cooney, S.",Research Report,2002,,ornithology; blue grouse,,,,,"COONEY, 2002 Blue Grouse",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/COONEY__2002_Blue_Grouse.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/cooney__2002_blue_grouse_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/cooney__2002_blue_grouse_th.jpg
twrs465,,bibliography,COONEY__2002_Blue_Grouse_PPT.pdf,Factors affecting hen blue grouse responses to human disturbance,,Presentation,2002,,ornithology; blue grouse,,,,,"COONEY, 2002 Blue Grouse PPT",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/COONEY__2002_Blue_Grouse_PPT.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/cooney__2002_blue_grouse_ppt_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/cooney__2002_blue_grouse_ppt_th.jpg
twrs466,,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71144642700001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_James%20Claar%20thesis%20ungulate&offset=0,Correlations of ungulate food habits and winter range conditions in the Idaho Primitive Area,"Claar, J. J.",Thesis,1973,,ungulate; vegetation; soil; mule deer; elk; bighorn sheep; big creek,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71144642700001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_James%20Claar%20thesis%20ungulate&offset=0,,
twrs467,,bibliography,BIETTNER__1987_Stream_Ecology.pdf,Ecology of selected streams in the Frank Church River of No Return Wilderness,"Buettner, E. W.",Thesis,1987,,water; hydrology,,,,,"BIETTNER, 1987 Stream Ecology",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/BIETTNER__1987_Stream_Ecology.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/biettner__1987_stream_ecology_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/biettner__1987_stream_ecology_th.jpg
twrs468,,bibliography,BRANDBORG__1950_Abs_Only.pdf,The life history and ecology of the mountain goat in Idaho and Montana,"Brandberg, S. M.",Abstract,1950,,mountain goat,,,,,"BRANDBORG, 1950 Abs Only",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/BRANDBORG__1950_Abs_Only.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/brandborg__1950_abs_only_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/brandborg__1950_abs_only_th.jpg
twrs469,,bibliography,Brandborg__1955.pdf,Life History and Management of the Mountain Goat in Idaho,"Brandberg, S. M.",Book,1955,,mountain goat,,,,,"Brandborg, 1955",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Brandborg__1955.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/brandborg__1955_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/brandborg__1955_th.jpg
twrs470,,bibliography,,Assessment of short and mid term effects of wildfire on habitat structure in streams of the Payette National Forest,"Bowman, K. E.; Minshall G.W.",,2000,,,,,,,,,,,,text,record,record,,,
twrs471,,bibliography,BORDENAVE__1980_Soil_Relationships.pdf,Soil relationships of the Taylor Ranch and vicinity,"Bordenave, P.",Research Report,1980,,soil; taylor wilderness research station; big creek,,,,,"BORDENAVE, 1980 Soil Relationships",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/BORDENAVE__1980_Soil_Relationships.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/bordenave__1980_soil_relationships_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/bordenave__1980_soil_relationships_th.jpg
twrs472,,bibliography,,Wilderness management-a five-year action program,"Bloedel, E. E.; Bolle, A.; Briggle, W. J.; Christie, B.; Elser, A.; Frome, M.; … Williams, R.",,?,,,,,,,,,,,,text,record,record,,,
twrs473,,bibliography,BENDER__1980_Rattlesnakes.pdf,A preliminary survey of the rattlesnake (Crotalus viridis) in the Idaho Primitive Area,"Bender, J.",Research Report,1980,,rattlesnake; reptile,,,,,"BENDER, 1980 Rattlesnakes",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/BENDER__1980_Rattlesnakes.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/bender__1980_rattlesnakes_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/bender__1980_rattlesnakes_th.jpg
twrs474,,bibliography,2007_Rattlesnakes.pdf,Movements and habitat selection of Prairie rattlesnakes in the Big Creek drainage of the Frank Church Wilderness,"Bauder, J.",Research Report,2005,,rattlesnake; reptile,,,,,2007 Rattlesnakes,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/2007_Rattlesnakes.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/2007_rattlesnakes_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/2007_rattlesnakes_th.jpg
twrs475,,bibliography,,Movements and Habitat Selection of Prairie Rattlesnakes (Crotalus V. Viridis) Across A Mountainous Landscape In A Designated Wilderness Area,"Bauder, J.",,2010,,,,,,,,,,,,text,record,record,,,
twrs476,,bibliography,Bauder_etal_JHerpetology_2015.pdf,Movement Patterns of Prairie Rattlesnakes (Crotalus v. viridis) across a Mountainous Landscape in a Designated Wilderness Area,"Bauder, J.; Akenson, H.; Peterson, C.R.",Journal Publication,2015,,idaho state university; snake; reptiles; big creek,,,Journal of Herpetology,Idaho State University,Bauder_etal_JHerpetology_2015,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Bauder_etal_JHerpetology_2015.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/bauder_etal_jherpetology_2015_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/bauder_etal_jherpetology_2015_th.jpg
twrs477,,bibliography,BATE__1991_Raptors.pdf,Raptor nests in the Frank Church River of No Return Wilderness,"Bate, L. J.",Research Report,1991,,ornithology; raptor,,,,,"BATE, 1991 Raptors",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/BATE__1991_Raptors.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/bate__1991_raptors_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/bate__1991_raptors_th.jpg
twrs478,,bibliography,Bagley__2000_Cougar_Study.pdf,Seasonal Migration Patters of Mountain Lions in Central Idaho Over a 35-Year Period,"Bagley, R. ",Research Report,2000,,mountain lion,,,,,"Bagley,_2000_Cougar_Study",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Bagley__2000_Cougar_Study.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/bagley__2000_cougar_study_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/bagley__2000_cougar_study_th.jpg
twrs479,,bibliography,ANDERSON__1976_Gophers.pdf,The ecology of pocket gophers in a wilderness environment,"Anderson, S. J.",Research Report,1976,,small mammal; gopher,,,,,"ANDERSON, 1976 Gophers",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ANDERSON__1976_Gophers.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/anderson__1976_gophers_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/anderson__1976_gophers_th.jpg
twrs480,,bibliography,Alvarez_Proposal.pdf,Analyzing the Economic Potential of Big Creek in the Frank Church Wilderness of Idaho By Understanding the Human Dimensions of Recreational Fishing,"Alvarez, B.",Research Report,2004,,economics; big creek; frank church river of no return wilderness,,,,,Alvarez Proposal,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Alvarez_Proposal.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/alvarez_proposal_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/alvarez_proposal_th.jpg
twrs481,,bibliography,ALVEREZ__2004_Fishermen.pdf,"Understanding the human dimensions of recreational fishing in Big Creek, Frank Church Wilderness of Idaho","Alvarez, B.",Research Report,2005,,big creek; recreation,,,,,"ALVEREZ, 2004 Fishermen",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ALVEREZ__2004_Fishermen.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/alverez__2004_fishermen_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/alverez__2004_fishermen_th.jpg
twrs482,,bibliography,AKENSON__J_J__H_A_2005_Effects_Wolf_Cougars.pdf,Effects of wolf reintroduction on a cougar population in the central Idaho wilderness,"Akeson, J.; Akeson, H.; Quigley, H. B.",Research Report,2005,,wolf; jim akenson; holly akenson; mountain lion,,,,,"AKENSON, J J, H A 2005 Effects Wolf Cougars",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/AKENSON__J_J__H_A_2005_Effects_Wolf_Cougars.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__j_j__h_a_2005_effects_wolf_cougars_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__j_j__h_a_2005_effects_wolf_cougars_th.jpg
twrs483,,bibliography,AKENSON__J_J__2000_Fire_at_Taylor.pdf,Fire at Taylor Ranch,"Akenson, J. J.; Akenson, H. A.",Article,2003,,jim akenson; holly akenson; fire; taylor wilderness research station,,,,,"AKENSON, J J  2000 Fire at Taylor",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/AKENSON__J_J__2000_Fire_at_Taylor.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__j_j__2000_fire_at_taylor_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__j_j__2000_fire_at_taylor_th.jpg
twrs484,,bibliography,AKENSON__J_J__H_A_2000_West_is_Burning.pdf,From the frying-pan into the fire,"Akenson, J. J.; Akenson, H. A.",Book,1981,,jim akenson; holly akenson; fire; taylor wilderness research station,,,,,"AKENSON, J J, H A 2000 West is Burning",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/AKENSON__J_J__H_A_2000_West_is_Burning.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__j_j__h_a_2000_west_is_burning_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__j_j__h_a_2000_west_is_burning_th.jpg
twrs485,,bibliography,AKENSON__J_J__H_A_1992_Lamb_Mortality.pdf,Bighorn sheep movements and summer lamb mortality in central Idaho,"Akenson, J. J.; Akenson, H. A.",Research Report,1992,,jim akenson; holly akenson; bighorn sheep,,,,,"AKENSON, J J, H A 1992 Lamb Mortality",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/AKENSON__J_J__H_A_1992_Lamb_Mortality.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__j_j__h_a_1992_lamb_mortality_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__j_j__h_a_1992_lamb_mortality_th.jpg
twrs486,,bibliography,AKENSON__J_J__H_A_1991_Herd_Comp.pdf,Herd Composition and Movements in Lambing Areas and Summer Ranges of Big Creek in Central Idaho,"Akenson, J. J.; Akenson, H. A.",Research Report,1991,,bighorn sheep; big creek; Jim Akenson; Holly Akenson,,,,,"AKENSON, J J, H A 1991 Herd Comp",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/AKENSON__J_J__H_A_1991_Herd_Comp.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__j_j__h_a_1991_herd_comp_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__j_j__h_a_1991_herd_comp_th.jpg
twrs487,,bibliography,AKENSON__J_J__H_A_1983_Winter_Distribution.pdf,"Winter distributions and habitat preferences of deer, elk, and bighorn sheep in the Big Creek drainage","Akenson, J. J.; Akenson, H. A.",,1983,,mule deer; elk; bighorn sheep; big creek; jim akenson; holly akenson,,,,,"AKENSON, J J, H A 1983 Winter Distribution",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/AKENSON__J_J__H_A_1983_Winter_Distribution.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__j_j__h_a_1983_winter_distribution_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__j_j__h_a_1983_winter_distribution_th.jpg
twrs488,,bibliography,Wild2006-2007_Achord_EtAl2008_annual_rpt.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2006-2007 Annual Report","Achord, S.; Hodge, J. M.; Sandford, B. P.; Hockersmith, E.; McIntyre, K. W.; Paasch, N. N.; Williams, J. G.",Annual Report,2007,,salmonids,,,,,Wild2006-2007 Achord EtAl2008 annual rpt,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Wild2006-2007_Achord_EtAl2008_annual_rpt.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/wild2006-2007_achord_etal2008_annual_rpt_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/wild2006-2007_achord_etal2008_annual_rpt_th.jpg
twrs489,,bibliography,ACHORD__2004__p_2005__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2004-2005 Annual Report","Achord, S.; Hodge, J. M.; Sandford, B. P.; Hockersmith, E.; McIntyre, K. W.; Paasch, N. N.; Williams, J. G.",Annual Report,2005,,salmonids,,,,,"ACHORD, 2004 (p 2005) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2004__p_2005__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2004__p_2005__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2004__p_2005__salmon_th.jpg
twrs490,,bibliography,ACHORD__2003__p_2004__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2002-2003","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2003,,salmonids,,,,,"ACHORD, 2003 (p 2004) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2003__p_2004__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2003__p_2004__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2003__p_2004__salmon_th.jpg
