objectid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subjects,latitude,longitude,Source,Donor,Identifier,Rights,Standardized Rights,Format Original,youtubeid,Type,Format,object_template,object_download,image_small,image_thumb
twrs290,media,https://www.idahoptv.org/shows/outdooridaho/episodes/thefrank/,The Frank ,Idaho Public Television: Outdoor Idaho,"It's the largest forested wilderness in the lower 48, larger even than some states. Outside of Alaska, only Death Valley Wilderness is larger. So how did the Frank Church River of No Return Wilderness become law? We explore that question with a handful of folks who were there and who helped make it happen.",2015-07-15,,video; frank church river of no return wilderness; taylor wilderness research station; wolf,,,,,,,,,,video,link,record,https://www.idahoptv.org/shows/outdooridaho/episodes/thefrank/,,
twrs291,media,7003_days.jpg,"7,003 Days: 21 Years in the Frank Church River of No Return Wilderness",Jim Akenson,"Deep in the Idaho wilderness the last vestiges of Old Idaho linger. In 1982, an eager young couple seeking adventure and challenge, Jim and Holley Akenson, moved to a log cabin in the back country to manage Taylor Ranch, the University of Idaho's wilderness research station. In 7,003 Days, Jim describes their encounters with wildlife and nature: tracking wolves and cougars, using mules for transportation and ranch work, and introducing university stuedents to life in the rugged Salmon River Mountains of Central Idaho",2016-08-22,,jim akenson; holly akenson; big creek; research; taylor wilderness research station; wolf; mountain lion; bear; big horn sheep; book,45.102402,-114.850242,,,7003_days,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/7003_days.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/7003_days_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/7003_days_th.jpg
twrs292,media,One_Winter_In_The_Wilderness.jpg,One Winter in the Wilderness,Pat Cary Peek,"Highlights the experiences of the Peeks and their daily life at the Taylor Ranch Field Station, and includes historical and fictionalized stories of an existence among Idaho's wildlife.",1998-10-01,,taylor wilderness research station; big creek; pat peek; jim peek; research; book,45.102402,-114.850242,,,One_Winter_In_The_Wilderness,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/One_Winter_In_The_Wilderness.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/one_winter_in_the_wilderness_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/one_winter_in_the_wilderness_th.jpg
twrs293,media,https://www.airspacemag.com/flight-today/air-mail-pilots-in-remote-idaho-180964754/,Flying the Mail in Remote Idaho,Air & Space Magazine,"Neither tight canyons, nor wildlife on runways…The postman’s creed is slightly different for pilots delivering mail in the mountains.",2017-10,,pilot; backcountry flying; ray arnold; taylor wilderness research station,45.103259,-114.854254,,,,,,,,blog,link,record,https://www.airspacemag.com/flight-today/air-mail-pilots-in-remote-idaho-180964754/,,
twrs294,media,https://www.discoverlife.org/nh/cl/US/ID/Valley/Taylor_Wilderness_Research_Station/,Plant Species List ,Discovering Life,"This is a plant species list with common names, genus species, and images",2018-07-05,,vegetation; taylor wilderness research station; phenology,,,,,,,,,,website,link,record,https://www.discoverlife.org/nh/cl/US/ID/Valley/Taylor_Wilderness_Research_Station/,,
twrs295,media,https://www.intermountainhistories.org/items/show/304,Backcountry Airport: Taylor Wilderness Research Station Airstrip,"Pickens, I.C. ","The Taylor Wilderness Research Station airstrip is one of small number of airstrips located in land designated as wilderness in the United States. Constructed by former owner Jess Taylor, the airstrip is now owned by the University of Idaho.",2010-02-10,,pilot; backcountry flying; jess taylor; dorothy taylor; taylor wilderness research station,45.103259,-114.854254,,,,,,,,blog,link,record,https://www.intermountainhistories.org/items/show/304,,
twrs296,media,https://www.youtube.com/watch?v=h_HNA5eIbjU,Discover America's Wildest Classroom: Taylor Wilderness Research Station,UIdaho CNR,"Nestled in the rugged terrain of Idaho's Frank Church Area of No Return Wilderness is a paradise known as Taylor Wilderness Research Station. Owned and operated by the College of Natural Resources at the University of Idaho, Taylor is one-of-a-kind research facility and hands-on learning opportunity for our students. Learn more about America's Wildest Classroom at:",2011-09-26,,semester in the wild; video; taylor wilderness research station; ,45.102402,-114.850242,,,,,,,h_HNA5eIbjU,video,video,video-embed,https://www.youtube.com/watch?v=h_HNA5eIbjU,,
twrs297,media,https://www.backpacker.com/stories/the-wolf-watchers-researching-wolves-in-idaho/#:~:text=As%20carnivore%20biologists%20at%20the_wolves%20to%20the%20northern%20Rockies,The Wolf Watchers: Researching Wolves In Idaho,"Kauffman, J.D.B.","Inside Idaho's Frank Church River of No Return Wilderness, humans and wolves learn to co-exist.",2008-01-25,,jim akenson; holly akenson; wolf; frank church river of no return wilderness,,,,,,,,,,blog,link,record,https://www.backpacker.com/stories/the-wolf-watchers-researching-wolves-in-idaho/#:~:text=As%20carnivore%20biologists%20at%20the_wolves%20to%20the%20northern%20Rockies,,
twrs298,media,51YtbEArj1L.jpg,Wilderness Brothers,"Minshall, G.W.","The book traces the lives of Luman Caswell, his two brothers Ben and Dan, and their close associates A. O. Huntley and Wesley Ritchey during the time leading up to and following their discovery of gold on Thunder Mountain. It includes a 2500-mile odyssey, by buckboard wagon and horseback, from western Colorado, across Utah and Nevada and into Idaho. Thunder Mountain is located in central Idaho within the present day Frank Church Wilderness. The Thunder Mountain stampede of the early 1900s (which the Caswells triggered) was the last major gold rush in the region. However, the emphasis of this account is on self reliance and day-to-day activities and adventures of the times, rather than on the rush per se. Wilderness Brothers captures the spirit of the times from a different perspective than other books of this genre, to document several poorly-known aspects of the history of the region, and to provide a record of land-use practices prior to designation as “wilderness.”",2012-02-15,,wayne minshall; cabin creek; dave lewis; caswell brothers; big creek,45.130393,-114.940498,,,51YtbEArj1L,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/51YtbEArj1L.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/51ytbearj1l_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/51ytbearj1l_th.jpg
twrs299,media,CabinCreekChronicle.jpg,Cabin Creek Chronicles: The History of the Most Remote Ranch in America,"Minshall, G.W.","Cabin Creek Chronicle is a non-fictional account of the key activities that occurred at a little known but historically significant place in the rugged mountains of central Idaho from the mid 1800s to the present. It provides details about the last battle between the US Cavalry and Native Americans in the Pacific Northwest and follows the lives of the series of inhabitants that occupied an isolated ranch as it developed through trying times that saw it fragment into four individual homesteads, endure the era of the Great Depression, and emerge post WWII reconstituted as one of the first dude ranches in Idaho. Special focus is on land use changes during those times. The story also includes the return of the area to uninhabited wilderness and little known aspects of the events leading up to its inclusion in the present day Frank Church River of No Return Wilderness. The account is based on and constrained by unpublished diaries, homestead records, and correspondence of the principal residents of Cabin Creek. To the extent that it follows the occupation of Cabin Creek by Luman Caswell and his brothers, it also provides a sequel to my earlier book Wilderness Brothers. In addition to those who enjoyed Wilderness Brothers: Prospecting, Horse Packing, & Homesteading on the Western Frontier, this book will be of interest to many other readers of western US history, from those with general interest to professional scholars. Illustrated with over 100 photographs, many of them of the Cabin Creek area more than a century ago. A number of the photos illustrate landscape changes between then and now.",2014-02-10,,wayne minshall; cabin creek; dave lewis; caswell brothers; big creek,45.130393,-114.940498,,,CabinCreekChronicle,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/CabinCreekChronicle.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/cabincreekchronicle_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/cabincreekchronicle_th.jpg
twrs300,media,IdahoMountain.jpg,"Idaho Mountain, Our Home: The Life Story of Lafe and Emma Cox","Cox, E. ",Life in Idaho's Backcountry,1997-03-01,,big creek; lafe cox; emma cox,,,,,IdahoMountain,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/IdahoMountain.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/idahomountain_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/idahomountain_th.jpg
twrs301,media,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ungrouped&SortBy=Year&SortOrder=DESC&Herbaria=ID&QueryCount=1&Classification1=Vascular%20Plants&Year1=%3E2000&Zoom=12&Lat=45.1088227667273&Lng=-114.85089462720896&PolygonCount=1&Polygon1=45.14302_-114.89835;45.14255_-114.79741;45.07421_-114.79776;45.073_-114.89869;45.14302_-114.89835;,Plant Specimen List,Consortium of Pacific Northwest Herbaria ,Data for plant speciments collected at and around the Taylor Wilderness Research Station. Most were collected by Crista O' Conner. The specimens were photographed and deposited at the Stillinger Herbarium in the specimen database. ,,2011,vegetation; research,,,,,,,,,,website,link,record,https://www.pnwherbaria.org/data/results.php?DisplayAs=WebPage&ExcludeCultivated=Y&GroupBy=ungrouped&SortBy=Year&SortOrder=DESC&Herbaria=ID&QueryCount=1&Classification1=Vascular%20Plants&Year1=%3E2000&Zoom=12&Lat=45.1088227667273&Lng=-114.85089462720896&PolygonCount=1&Polygon1=45.14302_-114.89835;45.14255_-114.79741;45.07421_-114.79776;45.073_-114.89869;45.14302_-114.89835;,,
twrs302,bibliography,https://www-jstor-org.uidaho.idm.oclc.org/stable/3535193?sid=primo&seq=1#metadata_info_tab_contents,Organ Weights of Columbian Ground Squirrels in the Idaho Primitive Area,"Elliott, C.L.",Journal Article,1980,,suirrel,,,The Murrelet,,,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/https://www-jstor-org.uidaho.idm.oclc.org/stable/3535193?sid=primo&seq=1#metadata_info_tab_contents,https://webpages.uidaho.edu/library/twrs/objects/small/https://www-jstor-org_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www-jstor-org_th.jpg
twrs303,bibliography,,Proceedings of The Third Mountain Lion Workshop,"Chapter A, Society T, Game A",,1988,,mountain lion,,,,,,,,,,text,record,record,,,
twrs304,bibliography,https://bioone.org/journals/northwest-science/volume-88/issue-2/046.088.0207/Annual-Changes-in-Bluebunch-Wheatgrass-Biomass-and-Nutrients-Related-to/10.3955/046.088.0207.full,Annual Changes in Bluebunch Wheatgrass Biomass and Nutrients Related to Climate and Wildfire,"Peek, J.M.",Journal Publication,2014,,climate; fire; grass,,,,,,,,,,text,link,record,https://bioone.org/journals/northwest-science/volume-88/issue-2/046.088.0207/Annual-Changes-in-Bluebunch-Wheatgrass-Biomass-and-Nutrients-Related-to/10.3955/046.088.0207.full,,
twrs305,bibliography,Link_etal_Rocky_Mountain_Geology_2014.pdf,"The late pleistocene (17 ka) soldier bar landslide and big Creek Lake, Frank Church-River of no return wilderness, central Idaho, U.S.A.","Link, P. K.; Crosby, B. T.; Lifton, Z. M.; Eversole, E. A.; Rittenour, T. M.",Journal Publication,2014,,geology; big creek; idaho state university; soldier bar; ,,,Rocky Mountain Geology,Idaho State University,Link_etal_Rocky Mountain Geology_2014,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Link_etal_Rocky_Mountain_Geology_2014.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/link_etal_rocky_mountain_geology_2014_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/link_etal_rocky_mountain_geology_2014_th.jpg
twrs306,bibliography,Olson_Neil_ISU_MSThesis_2010.pdf,"Hydrology of Big Creek, Idaho: Spatial and temporal heterogeneity of runoff in a snow-dominated wilderness mountain watershed","Olson, N. F.",Thesis,2010,,water; hydrology; big creek; idaho state university,,,,Idaho State University,Olson_Neil_ISU_MSThesis_2010,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Olson_Neil_ISU_MSThesis_2010.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/olson_neil_isu_msthesis_2010_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/olson_neil_isu_msthesis_2010_th.jpg
twrs307,bibliography,,A GIS Analysis of Wolf and Cougar Predation Within the Big Creek Winter Range Core Area,"Krumpe, B.",,2007,,mountain lion; wolf; big creek; jim and holly akenson,,,,,,,,,,text,record,record,,,
twrs308,bibliography,https://bioone.org/journals/northwest-science/volume-84/issue-4/046.084.0408/Pattern-of-Herbivory-Nitrogen-Content-and-Biomass-of-Bluebunch-Wheatgrass/10.3955/046.084.0408.full,"Pattern of herbivory, nitrogen content, and biomass of bluebunch wheatgrass on a mountain sheep habitat in Central Idaho","Peek, J. M.",Journal Publication,2010,,grass; bighorn sheep,,,,,,,,,,text,link,record,https://bioone.org/journals/northwest-science/volume-84/issue-4/046.084.0408/Pattern-of-Herbivory-Nitrogen-Content-and-Biomass-of-Bluebunch-Wheatgrass/10.3955/046.084.0408.full,,
twrs309,bibliography,https://www.jstor.org/stable/3535341?seq=1#metadata_info_tab_contents,Badger chases band of bighorn sheep,"Elliott, C.L.",Journal Publication,1978,,bighorn sheep; badger; big creek; taylor wilderness research station,,,,,,,,,,text,link,record,https://www.jstor.org/stable/3535341?seq=1#metadata_info_tab_contents,,
twrs310,bibliography,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2427.2009.02275.x,"Fire, flow and dynamic equilibrium in stream macroinvertebrate communities","Arkle, R. S.; Pilliod, D. S.; Strickler, K.",Journal Publication,2010,,fire; water; macroinvertebrate; hydrology,,,,,,,,,,text,link,record,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2427.2009.02275.x,,
twrs311,bibliography,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/1941593,Carbon isotope discrimination and water-use efficiency in native plants of the north-central Rockies,"Marshall, J. D.; Zhang Jianwei.",Journal Publication,1994,,water; hydrology; vegetation,,,,,,,,,,text,link,record,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/1941593,,
twrs312,bibliography,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1600-0633.2011.00512.x,"Diel distribution, behaviour and consumption of juvenile chinook salmon (Oncorhynchus tshawytscha) in a wilderness stream","Cromwell, K. J.; Kennedy, B. P.",Journal Publication,2011,,salmonids; big creek; water,,,,,,,,,,text,link,record,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1600-0633.2011.00512.x,,
twrs313,bibliography,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/11-1009.1?src=getftr,Juvenile dispersal affects straying behaviors of adults in a migratory population,"Hamann, E. J.; Kennedy, B. P.",Journal Publication,2012,,salmonids; big creek; water,,,,,,,,,,text,link,record,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/11-1009.1?src=getftr,,
twrs314,bibliography,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2006.01130.x?src=getftr,Climate impacts at multiple scales: Evidence for differential population responses in juvenile Chinook salmon,"Crozier, L. G.; Zabel, R. W.",Journal Publication,2006,,salmonids; taylor wilderness research station; water; climate,,,,,,,,,,text,link,record,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2006.01130.x?src=getftr,,
twrs315,bibliography,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2009.01641.x?src=getftr,Interacting effects of density and temperature on body size in multiple populations of Chinook salmon,"Crozier, L. G.; Zabel, R. W.; Hockersmith, E. E.; Achord, S.",Journal Publication,2010,,salmonids; taylor wilderness research station; water; climate; big creek,,,,,,,,,,text,link,record,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2656.2009.01641.x?src=getftr,,
twrs316,bibliography,https://onlinelibrary.wiley.com/doi/pdf/10.1002/rra.2704,Spatial variability in spawning habitat selection by chinook salmon (Oncorhynchus tshawytscha) in a wilderness river,"Hamann, E. J.; Kennedy, B. P.; Whited, D. C.; Stanford, J. A.",Journal Publication,2014,,salmonids; taylor wilderness research station; water; climate; big creek,,,,,,,,,,text,link,record,https://onlinelibrary.wiley.com/doi/pdf/10.1002/rra.2704,,
twrs317,bibliography,https://onlinelibrary.wiley.com/doi/pdf/10.1111/fwb.12059,Climate-induced shift in hydrological regime alters basal resource dynamics in a wilderness river ecosystem,"Davis, J. M.; Baxter, C. V.; Minshall, G. W.; Olson, N. F.; Tang, C.; Crosby, B. T.",Journal Publication,2013,,"climate; water; hydrology, fire, big creek",,,,,,,,,,text,link,record,https://onlinelibrary.wiley.com/doi/pdf/10.1111/fwb.12059,,
twrs318,bibliography,Whiting_&_Godsey_Hydrological_Processes_2016.pdf,"Discontinuous headwater stream networks with stable flowheads, Salmon River basin, Idaho","Whiting, J. A.; Godsey, S. E.",Journal Publication,2016,,water; hydrology; big creek; springs; geology; map; idaho state university,,,Hydrological Processes,Idaho State University,Whiting_&_Godsey_Hydrological_Processes_2016,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Whiting_&_Godsey_Hydrological_Processes_2016.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/whiting_&_godsey_hydrological_processes_2016_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/whiting_&_godsey_hydrological_processes_2016_th.jpg
twrs319,bibliography,Jackson_etal_FEandM_2012.pdf,Wildfire severity mediates fluxes of plant material and terrestrial invertebrates to mountain streams,"Jackson, B. K.; Sullivan, S. M. P.; Malison, R. L.",Journal Publication,2012,,fire; water; vegetation; big creek; macroinvertebrates; invertebrate; idaho state university,,,Forest Ecology and Management,Idaho State University,Jackson_etal_FEandM_2012,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Jackson_etal_FEandM_2012.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/jackson_etal_feandm_2012_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/jackson_etal_feandm_2012_th.jpg
twrs320,bibliography,Jackson&Sullivan_ForEcolMan_2009.pdf,"Influence of wildfire severity on riparian plant community heterogeneity in an Idaho, USA wilderness","Jackson, B. K.; Sullivan, S. M. P.",Journal Publication,2009,,fire; plant; big creek; idaho state university; riparian,,,Forest Ecology and Management,Idaho State University,Jackson&Sullivan_ForEcolMan_2009,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Jackson&Sullivan_ForEcolMan_2009.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/jackson&sullivan_forecolman_2009_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/jackson&sullivan_forecolman_2009_th.jpg
twrs321,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any_contains_Relating%20size%20of%20individuals%20to%20juvenile%20survival%20within%20and%20among%20closely-related%20populations%20of%20chinook%20salmon&tab=default_tab&search_scope=everything&vid=UID&offset=0,Relating size of individuals to juvenile survival within and among closely-related populations of chinook salmon,"Zabel, R. W.; Achord, S. ",Journal Publication,2008,,salmonids; water,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any_contains_Relating%20size%20of%20individuals%20to%20juvenile%20survival%20within%20and%20among%20closely-related%20populations%20of%20chinook%20salmon&tab=default_tab&search_scope=everything&vid=UID&offset=0,,
twrs322,bibliography,YOUNG__1978_Wilderness.pdf,Beliefs and attitudes of Idaho wilderness users,"Young, S. M.",Research Report,1978,,frank church river of no return wilderness,,,,,"YOUNG, 1978 Wilderness",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/YOUNG__1978_Wilderness.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/young__1978_wilderness_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/young__1978_wilderness_th.jpg
twrs323,bibliography,WYNNE__1978_Bighorns.pdf,An investigation of lungworm infestation and intermediate host presence of two bighorn sheep ranges of central Idaho,"Wynne, K. M.",Research Report,1978,,bighorn sheep,,,,,"WYNNE, 1978 Bighorns",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/WYNNE__1978_Bighorns.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/wynne__1978_bighorns_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/wynne__1978_bighorns_th.jpg
twrs324,bibliography,WRIGHT__1998_Barred_Owls.pdf,Barred owl range expansion into the central Idaho wilderness,"Wright, A. L.; Hayward, G. D.",Journal Publication,1998,,ornithology; owl,,,The Journal of Raptor Research,,"WRIGHT, 1998 Barred Owls",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/WRIGHT__1998_Barred_Owls.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/wright__1998_barred_owls_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/wright__1998_barred_owls_th.jpg
twrs325,bibliography,WILKENSON__2005_Stream_Ecology.pdf,Aquatic-terrestrial connectivity in a wilderness watershed: do emerging stream insects fuel riparian food webs following wildfire?,"Wilkinson, R.",Proposal,2005,,invertebrate; water; fire; hydrology,,,,,"WILKENSON, 2005 Stream Ecology",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/WILKENSON__2005_Stream_Ecology.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/wilkenson__2005_stream_ecology_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/wilkenson__2005_stream_ecology_th.jpg
twrs326,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71125164340001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_Ecology%20and%20herbivore%20use%20of%20five%20mountain%20meadows%20in%20the%20Idaho%20primitive%20area,Ecology and herbivore use of five mountain meadows in the Idaho primitive area,"Wing, L. D.",Book,1969,,vegetation,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71125164340001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_Ecology%20and%20herbivore%20use%20of%20five%20mountain%20meadows%20in%20the%20Idaho%20primitive%20area,,
twrs327,bibliography,WING__1969_Vegetation_Appendix.pdf,Vegetation Appendix,"Wing, L. D.",Appendix,1969,,vegetation,,,,,"WING, 1969 Vegetation Appendix",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/WING__1969_Vegetation_Appendix.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/wing__1969_vegetation_appendix_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/wing__1969_vegetation_appendix_th.jpg
twrs328,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=TN_cdi_proquest_journals_304596427&context=PC&vid=UID&lang=en_US&search_scope=everything&adaptor=primo_central_multiple_fe&tab=default_tab&query=any_contains_guy%20wagner%20bighorn%20ewes&offset=0,"Diet selection, activity patterns and bioenergetics of bighorn ewes in central Idaho","Wagner, G.",Dissertation,2000,,bighorn sheep,,,,University of Idaho,,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=TN_cdi_proquest_journals_304596427&context=PC&vid=UID&lang=en_US&search_scope=everything&adaptor=primo_central_multiple_fe&tab=default_tab&query=any_contains_guy%20wagner%20bighorn%20ewes&offset=0,https://webpages.uidaho.edu/library/twrs/objects/small/https://alliance-primo_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://alliance-primo_th.jpg
twrs329,bibliography,VAN_DER_GRIFT__1999_Bighorns.pdf,Carrying capacity on a bighorn winter range: evaluation of methods,"Van der Grift, E. A.",Book,1999,,bighorn sheep,,,,,"VAN DER GRIFT, 1999 Bighorns",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/VAN_DER_GRIFT__1999_Bighorns.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/van_der_grift__1999_bighorns_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/van_der_grift__1999_bighorns_th.jpg
twrs330,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=TN_cdi_proquest_congressional_publiclaw_96_pl_312&context=PC&vid=UID&lang=en_US&search_scope=everything&adaptor=primo_central_multiple_fe&tab=default_tab&query=any_contains_Central%20Idaho%20Wilderness%20Act%20of%201980&offset=0,Central Idaho Wilderness Act of 1980,"Law, P",Government Document,1980,,frank church river of no return wilderness; wilderness act,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=TN_cdi_proquest_congressional_publiclaw_96_pl_312&context=PC&vid=UID&lang=en_US&search_scope=everything&adaptor=primo_central_multiple_fe&tab=default_tab&query=any_contains_Central%20Idaho%20Wilderness%20Act%20of%201980&offset=0,,
twrs331,bibliography,,Wilderness Act,US Congress,,1964,,wilderness act,,,,,,,,,,text,record,record,,,
twrs332,bibliography,,Management Plan for the UI Wilderness Research Center and Taylor Ranch Wilderness Field Station,University of Idaho,,1988,,taylor wilderness research station,,,,,,,,,,text,record,record,,,
twrs333,bibliography,THUROWN__T__1977_Raptor_Birds.pdf,"A preliminary survey of raptorial birds in the Idaho Primitive Area. Moscow: Idaho Forest, Range, and Wildlife Experiment Station.","Thurow, T. L.; Peterson, S. R.",Research Report,1978,,ornithology,,,,,"THUROWN, T, 1977 Raptor Birds",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/THUROWN__T__1977_Raptor_Birds.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/thurown__t__1977_raptor_birds_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/thurown__t__1977_raptor_birds_th.jpg
twrs334,bibliography,THUROW__T__1978_Deer_Mouse.pdf,An ecological and taxonomic investigation of Peromyscus maniculatus serratus in Idaho,"Thurow, T. L.",Research Report,1978,,deermouse; big creek; taylor wilderness research station,,,The Great Basin Naturalist,,"THUROW, T, 1978 Deer Mouse",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/THUROW__T__1978_Deer_Mouse.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/thurow__t__1978_deer_mouse_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/thurow__t__1978_deer_mouse_th.jpg
twrs335,bibliography,THUROW__R__2000_Salmon.pdf,Dynamics of Chinook Salmon Populations Within Idaho ’ s Frank Church Wilderness : Implications for Persistence,"Thurow, R. F.",Article,2000,,salmonids; water,,,,,"THUROW, R, 2000 Salmon",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/THUROW__R__2000_Salmon.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/thurow__r__2000_salmon_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/thurow__r__2000_salmon_th.jpg
twrs336,bibliography,THUROW__T__1985_Salmon.pdf,"River and stream investigations, Middle Fork Salmon River fisheries investigations","Thurow, R. F.",Research Report,1985,,salmonids; water,,,,,"THUROW, T, 1985 Salmon",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/THUROW__T__1985_Salmon.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/thurow__t__1985_salmon_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/thurow__t__1985_salmon_th.jpg
twrs337,bibliography,THORNBURGH__1976_Vegetation.pdf,Potential natural vegetation of the Taylor Ranch and vicinity,"Thornburgh, D. A.",Research Report,1976,,taylor wilderness research station; vegetation,,,,,"THORNBURGH, 1976 Vegetation",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/THORNBURGH__1976_Vegetation.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/thornburgh__1976_vegetation_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/thornburgh__1976_vegetation_th.jpg
